Local time,Ask,Bid,AskVolume,BidVolume
28.10.2024 00:07:16.557 GMT-0700,0.59697,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:17.668 GMT-0700,0.59696,0.5968600000000001,1200000.0477,1799999.9523
28.10.2024 00:07:21.299 GMT-0700,0.59695,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:21.956 GMT-0700,0.59696,0.5968600000000001,1200000.0477,1799999.9523
28.10.2024 00:07:32.937 GMT-0700,0.59697,0.59687,1200000.0477,1799999.9523
28.10.2024 00:07:39.044 GMT-0700,0.59697,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:46.454 GMT-0700,0.59695,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:46.556 GMT-0700,0.59696,0.5968600000000001,1200000.0477,1799999.9523
28.10.2024 00:07:48.273 GMT-0700,0.59697,0.59687,1200000.0477,1200000.0477
28.10.2024 00:07:48.375 GMT-0700,0.59697,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:53.662 GMT-0700,0.59696,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:07:53.714 GMT-0700,0.59696,0.5968600000000001,1200000.0477,1799999.9523
28.10.2024 00:07:54.931 GMT-0700,0.59694,0.5968600000000001,1200000.0477,1200000.0477
28.10.2024 00:07:55.034 GMT-0700,0.59694,0.59685,1200000.0477,1200000.0477
28.10.2024 00:07:56.047 GMT-0700,0.59696,0.59685,1799999.9523,1200000.0477
28.10.2024 00:07:56.251 GMT-0700,0.59697,0.59685,4050000.1907,1200000.0477
28.10.2024 00:07:56.353 GMT-0700,0.59696,0.59685,1200000.0477,1200000.0477
28.10.2024 00:07:56.607 GMT-0700,0.59697,0.59685,2700000.0477,1200000.0477
28.10.2024 00:08:00.534 GMT-0700,0.5969800000000001,0.5968600000000001,2700000.0477,1200000.0477
28.10.2024 00:08:02.525 GMT-0700,0.5969800000000001,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:08:05.247 GMT-0700,0.5969800000000001,0.5968600000000001,1799999.9523,2700000.0477
28.10.2024 00:08:05.350 GMT-0700,0.5969800000000001,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:08:07.062 GMT-0700,0.59697,0.5968800000000001,1200000.0477,1200000.0477
28.10.2024 00:08:11.591 GMT-0700,0.5969800000000001,0.59691,1200000.0477,1200000.0477
28.10.2024 00:08:11.694 GMT-0700,0.5969800000000001,0.59689,1200000.0477,1200000.0477
28.10.2024 00:08:21.430 GMT-0700,0.59697,0.59689,1200000.0477,1799999.9523
28.10.2024 00:08:36.055 GMT-0700,0.59697,0.5969,1200000.0477,1200000.0477
28.10.2024 00:08:39.526 GMT-0700,0.5969800000000001,0.59691,1200000.0477,1200000.0477
28.10.2024 00:08:39.628 GMT-0700,0.5969800000000001,0.59689,1200000.0477,1200000.0477
28.10.2024 00:08:40.336 GMT-0700,0.597,0.59691,1200000.0477,1200000.0477
28.10.2024 00:08:40.438 GMT-0700,0.5970300000000001,0.59696,1200000.0477,1200000.0477
28.10.2024 00:08:40.591 GMT-0700,0.59704,0.59696,1200000.0477,1200000.0477
28.10.2024 00:08:40.643 GMT-0700,0.5970500000000001,0.59697,1200000.0477,1200000.0477
28.10.2024 00:08:41.049 GMT-0700,0.59708,0.597,4050000.1907,1200000.0477
28.10.2024 00:08:41.152 GMT-0700,0.5971000000000001,0.59702,1200000.0477,1200000.0477
28.10.2024 00:08:41.254 GMT-0700,0.59709,0.59702,1200000.0477,1200000.0477
28.10.2024 00:08:41.306 GMT-0700,0.59711,0.59702,1799999.9523,1200000.0477
