Local time,Ask,Bid,AskVolume,BidVolume
28.10.2024 00:06:05.878 GMT-0700,0.65983,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:06:09.530 GMT-0700,0.6598100000000001,0.65973,1200000.0477,1799999.9523
28.10.2024 00:06:09.633 GMT-0700,0.6598100000000001,0.65972,1200000.0477,2700000.0477
28.10.2024 00:06:10.042 GMT-0700,0.65982,0.65972,1799999.9523,1799999.9523
28.10.2024 00:06:13.376 GMT-0700,0.65985,0.65974,1200000.0477,1889999.9857
28.10.2024 00:06:13.478 GMT-0700,0.65985,0.6597500000000001,1200000.0477,1320000.0525
28.10.2024 00:06:15.948 GMT-0700,0.65985,0.65976,2700000.0477,1200000.0477
28.10.2024 00:06:20.179 GMT-0700,0.6598600000000001,0.65973,1799999.9523,2789999.9619
28.10.2024 00:06:21.538 GMT-0700,0.65985,0.6597500000000001,1799999.9523,1200000.0477
28.10.2024 00:06:23.204 GMT-0700,0.65985,0.65974,3599999.9046,2789999.9619
28.10.2024 00:06:23.608 GMT-0700,0.65984,0.65974,1799999.9523,2700000.0477
28.10.2024 00:06:24.012 GMT-0700,0.65985,0.65974,4050000.1907,2789999.9619
28.10.2024 00:06:26.027 GMT-0700,0.65985,0.65973,1799999.9523,2789999.9619
28.10.2024 00:06:26.129 GMT-0700,0.65985,0.65974,4050000.1907,2789999.9619
28.10.2024 00:06:28.443 GMT-0700,0.65984,0.65974,1350000.0238,1200000.0477
28.10.2024 00:06:30.763 GMT-0700,0.65982,0.65974,1200000.0477,1200000.0477
28.10.2024 00:06:30.815 GMT-0700,0.65984,0.65974,3599999.9046,1200000.0477
28.10.2024 00:06:30.968 GMT-0700,0.65984,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:06:31.323 GMT-0700,0.65984,0.65974,1200000.0477,1200000.0477
28.10.2024 00:06:32.887 GMT-0700,0.65984,0.6597500000000001,1200000.0477,1799999.9523
28.10.2024 00:06:41.203 GMT-0700,0.65984,0.65973,1200000.0477,1200000.0477
28.10.2024 00:06:41.357 GMT-0700,0.6598,0.65972,1200000.0477,1799999.9523
28.10.2024 00:06:41.461 GMT-0700,0.6598,0.65971,1200000.0477,1200000.0477
28.10.2024 00:06:41.563 GMT-0700,0.65979,0.65971,1200000.0477,1200000.0477
28.10.2024 00:06:41.665 GMT-0700,0.65979,0.6597000000000001,1200000.0477,2700000.0477
28.10.2024 00:06:45.400 GMT-0700,0.6598100000000001,0.65973,1799999.9523,1200000.0477
28.10.2024 00:06:48.031 GMT-0700,0.65982,0.65973,1200000.0477,1200000.0477
28.10.2024 00:06:53.832 GMT-0700,0.65983,0.65973,3599999.9046,2789999.9619
28.10.2024 00:06:53.934 GMT-0700,0.65984,0.65973,1799999.9523,1200000.0477
28.10.2024 00:06:54.139 GMT-0700,0.65983,0.65976,1200000.0477,1320000.0525
28.10.2024 00:06:54.242 GMT-0700,0.65984,0.65976,1200000.0477,2789999.9619
28.10.2024 00:07:00.148 GMT-0700,0.65982,0.65974,1200000.0477,1799999.9523
28.10.2024 00:07:01.516 GMT-0700,0.65983,0.6597500000000001,1200000.0477,1200000.0477
28.10.2024 00:07:01.620 GMT-0700,0.65984,0.65978,1200000.0477,1200000.0477
28.10.2024 00:07:01.671 GMT-0700,0.6598700000000001,0.65978,1799999.9523,1200000.0477
28.10.2024 00:07:01.876 GMT-0700,0.6598600000000001,0.65978,1200000.0477,1200000.0477
28.10.2024 00:07:02.030 GMT-0700,0.6598600000000001,0.65977,1200000.0477,2789999.9619
28.10.2024 00:07:03.296 GMT-0700,0.65988,0.65977,1799999.9523,1200000.0477
28.10.2024 00:07:04.723 GMT-0700,0.6598700000000001,0.65976,1200000.0477,2789999.9619
28.10.2024 00:07:23.892 GMT-0700,0.6598600000000001,0.65976,1200000.0477,1200000.0477
28.10.2024 00:07:32.961 GMT-0700,0.6598600000000001,0.65979,1200000.0477,1200000.0477
28.10.2024 00:07:41.304 GMT-0700,0.6598600000000001,0.65977,1799999.9523,1799999.9523
28.10.2024 00:07:42.164 GMT-0700,0.6598600000000001,0.65978,1799999.9523,1200000.0477
28.10.2024 00:07:46.445 GMT-0700,0.65985,0.65978,1200000.0477,1200000.0477
28.10.2024 00:07:46.547 GMT-0700,0.65985,0.65977,1200000.0477,1889999.9857
28.10.2024 00:07:47.000 GMT-0700,0.65985,0.65978,1200000.0477,1200000.0477
28.10.2024 00:07:47.505 GMT-0700,0.65985,0.65977,1200000.0477,1889999.9857
28.10.2024 00:07:47.709 GMT-0700,0.65985,0.65978,1200000.0477,1200000.0477
28.10.2024 00:07:48.163 GMT-0700,0.65985,0.65977,1200000.0477,1889999.9857
28.10.2024 00:07:48.215 GMT-0700,0.65985,0.65979,1200000.0477,1200000.0477
28.10.2024 00:07:50.641 GMT-0700,0.6598600000000001,0.65979,1200000.0477,1200000.0477
28.10.2024 00:07:53.716 GMT-0700,0.6598700000000001,0.65977,1799999.9523,1200000.0477
28.10.2024 00:07:56.248 GMT-0700,0.6598600000000001,0.65977,1799999.9523,1889999.9857
28.10.2024 00:07:56.452 GMT-0700,0.6598700000000001,0.65977,1799999.9523,1200000.0477
28.10.2024 00:08:00.540 GMT-0700,0.6598700000000001,0.65979,1799999.9523,1799999.9523
28.10.2024 00:08:11.593 GMT-0700,0.6598700000000001,0.6598100000000001,1200000.0477,1200000.0477
28.10.2024 00:08:11.644 GMT-0700,0.6599,0.6598,1799999.9523,1200000.0477
28.10.2024 00:08:39.546 GMT-0700,0.6599200000000001,0.6598100000000001,1200000.0477,1200000.0477
28.10.2024 00:08:40.664 GMT-0700,0.6599200000000001,0.65983,1799999.9523,1200000.0477
28.10.2024 00:08:42.739 GMT-0700,0.6599200000000001,0.6598100000000001,1200000.0477,1200000.0477
28.10.2024 00:09:01.876 GMT-0700,0.6599,0.6598100000000001,1200000.0477,1799999.9523
28.10.2024 00:09:06.784 GMT-0700,0.65989,0.65978,1200000.0477,1799999.9523
28.10.2024 00:09:07.897 GMT-0700,0.6598700000000001,0.65978,1200000.0477,1799999.9523
28.10.2024 00:09:09.813 GMT-0700,0.6598600000000001,0.65977,1200000.0477,1799999.9523
28.10.2024 00:09:14.411 GMT-0700,0.6598700000000001,0.65978,1799999.9523,1200000.0477
28.10.2024 00:09:15.375 GMT-0700,0.65988,0.65979,1200000.0477,1799999.9523
28.10.2024 00:09:15.477 GMT-0700,0.65989,0.65979,1799999.9523,2700000.0477
28.10.2024 00:09:21.876 GMT-0700,0.65989,0.6598,1200000.0477,1200000.0477
28.10.2024 00:09:21.979 GMT-0700,0.6599100000000001,0.6598,1200000.0477,1200000.0477
28.10.2024 00:09:22.082 GMT-0700,0.6599100000000001,0.65982,1200000.0477,1200000.0477
